"Sparkle PIVOT Sample CFU plating data recording sheet. Manually enter your data in columns marked with a ⭐ (optional: †) and the other columns should auto-calculate appropriately. The data are sortable, and can be filtered using the dropdowns in each column.",,,,,,,,,,,,,,,,,,,,,
⭐,⭐,†,†,⭐,†,⭐,,⭐,⭐,⭐,⭐,⭐,†,,,,,,†,,
FDL-105A-T4,"4C, Bulked Powder",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,112,140,,5.04E+09,7.92E+08,9.58E+10,1.50E+10,15.7%,,,
,,,,,,,0.00,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105A-T02,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/18,1.00E+01,301,,,1.20E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105A-T02,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/18,1.00E+01,422,,,1.69E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105A-T02,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/18,1.00E+01,357,,,1.43E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105A-T03,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/18,1.00E+00,95,,,3.80E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105A-T03,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/18,1.00E+00,135,,,5.40E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105A-T03,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/18,1.00E+01,4,,,1.60E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,"The 10^0 was skipped and not plated, accidentally",,
FDL-105A-T04,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/18,1.00E+01,132,,,5.28E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105A-T04,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/18,1.00E+01,206,,,8.24E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105A-T04,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/18,1.00E+01,143,,,5.72E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T5,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/19,,,,,0.00E+00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T5,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/19,,,,,0.00E+00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T5,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/19,,,,,0.00E+00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T6,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/19,1.00E+00,58,,,2.32E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T6,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/19,1.00E+00,67,,,2.68E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T6,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/19,1.00E+00,32,,,1.28E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T7,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/19,,,,,0.00E+00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T7,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/19,,,,,0.00E+00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T7,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/19,,,,,0.00E+00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T9,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/19,1.00E+00,62,,,2.48E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T9,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/19,1.00E+00,75,,,3.00E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T9,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/19,1.00E+00,70,,,2.80E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T10,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/19,1.00E+01,138,,,5.52E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T10,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/19,1.00E+01,122,,,4.88E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T10,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/19,1.00E+01,143,,,5.72E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T11,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/19,1.00E+01,71,,,2.84E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T11,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/19,1.00E+01,102,,,4.08E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T11,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/19,1.00E+01,119,,,4.76E+04,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T12,Seed treatment bio. rep. A,,"0, 1",1,,,0.00,,2023/01/19,1.00E+00,20,,,8.00E+02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T12,Seed treatment bio. rep. B,,"0, 1",1,,,0.00,,2023/01/19,1.00E+00,28,,,1.12E+03,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T12,Seed treatment bio. rep. C,,"0, 1",1,,,0.00,,2023/01/19,1.00E+00,20,,,8.00E+02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T5,Seed treatment bio. rep. A,,0,1,,,0.00,,2023/01/23,1.00E+00,3,,,1.20E+02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T5,Seed treatment bio. rep. B,,0,1,,,0.00,,2023/01/23,1.00E+00,13,,,5.20E+02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T5,Seed treatment bio. rep. C,,0,1,,,0.00,,2023/01/23,1.00E+00,9,,,3.60E+02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T7,Seed treatment bio. rep. A,,0,1,,,0.00,,2023/01/23,1.00E+00,5,,,2.00E+02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T7,Seed treatment bio. rep. B,,0,1,,,0.00,,2023/01/23,1.00E+00,23,,,9.20E+02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105B-T7,Seed treatment bio. rep. C,,0,1,,,0.00,,2023/01/23,1.00E+00,13,,,5.20E+02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
105EF-T22,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+06,211,167,,7.56E+09,1.24E+09,1.44E+11,2.36E+10,16.5%,,,
105EF-T23,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+06,132,159,,5.82E+09,7.64E+08,1.11E+11,1.45E+10,13.1%,,,
105EF-T24,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+07,32,39,,1.42E+10,1.98E+09,2.70E+11,3.76E+10,13.9%,,,
105EF-T25,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+06,220,221,,8.82E+09,2.83E+07,1.68E+11,5.37E+08,0.3%,,,
105EF-T26,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+07,54,53,,2.14E+10,2.83E+08,4.07E+11,5.37E+09,1.3%,,,
105EF-T27,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+07,63,41,,2.08E+10,6.22E+09,3.95E+11,1.18E+11,29.9%,,,
105EF-T29,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+07,32,29,,1.22E+10,8.49E+08,2.32E+11,1.61E+10,7.0%,,,
105G-T30,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+07,55,34,,1.78E+10,5.94E+09,3.38E+11,1.13E+11,33.4%,,,
105G-T31,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+07,31,26,,1.14E+10,1.41E+09,2.17E+11,2.69E+10,12.4%,,,
105G-T32,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+06,166,184,,7.00E+09,5.09E+08,1.33E+11,9.67E+09,7.3%,,,
105G-T33,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/26,1.00E+06,195,220,,8.30E+09,7.07E+08,1.58E+11,1.34E+10,8.5%,,,
FDL-105EF-T22,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,133,143,,5.52E+09,2.83E+08,1.05E+11,5.37E+09,5.1%,Water Activity= 0.297,,
FDL-105EF-T23,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,137,124,,5.22E+09,3.68E+08,9.92E+10,6.99E+09,7.0%,Water Activity= 0.289,,
FDL-105EF-T24,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,162,186,,6.96E+09,6.79E+08,1.32E+11,1.29E+10,9.8%,Water Activity= 0.290,,
FDL-105EF-T25,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,175,174,,6.98E+09,2.83E+07,1.33E+11,5.37E+08,0.4%,Water Activity=0.237,,
FDL-105EF-T26,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,213,230,,8.86E+09,4.81E+08,1.68E+11,9.14E+09,5.4%,Water Activity= 0.310,,
FDL-105EF-T27,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,189,198,,7.74E+09,2.55E+08,1.47E+11,4.84E+09,3.3%,Water Activity= 0.291,,
FDL-105EF-T29,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,117,124,,4.82E+09,1.98E+08,9.16E+10,3.76E+09,4.1%,Water Activity= 0.394,,
FDL-105G-T30,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+07,29,31,,1.20E+10,5.66E+08,2.28E+11,1.07E+10,4.7%,Water Activity= 0.270,,
FDL-105G-T31,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,160,151,,6.22E+09,2.55E+08,1.18E+11,4.84E+09,4.1%,Water Activity= 0.261,,
FDL-105G-T32,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,55,89,,2.88E+09,9.62E+08,5.47E+10,1.83E+10,33.4%,Water Activity=0.239,,
FDL-105G-T33,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/27,1.00E+06,108,95,,4.06E+09,3.68E+08,7.71E+10,6.99E+09,9.1%,Water Activity= 0.184,,
FDL-105B-T05,"Bulked Powder, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,15,11,,5.20E+08,1.13E+08,9.88E+09,2.15E+09,21.8%,,,
FDL-105B-T06,"Bulked Powder, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,39,30,,1.38E+09,2.55E+08,2.62E+10,4.84E+09,18.4%,,,
FDL-105B-T07,"Bulked Powder, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,4,4,,1.60E+08,0.00E+00,3.04E+09,0.00E+00,0.0%,,,
FDL-105B-T09,"Bulked Powder, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,41,46,,1.74E+09,1.41E+08,3.31E+10,2.69E+09,8.1%,,,
FDL-105B-T10,"Bulked Powder, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,191,222,,8.26E+09,8.77E+08,1.57E+11,1.67E+10,10.6%,,,
FDL-105B-T11,"Bulked Powder, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,198,216,,8.28E+09,5.09E+08,1.57E+11,9.67E+09,6.1%,,,
FDL-105B-T12,"Bulked Powder, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,97,72,,3.38E+09,7.07E+08,6.42E+10,1.34E+10,20.9%,,,
FDL-105B-T05,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,12,7,,3.80E+08,1.41E+08,7.22E+09,2.69E+09,37.2%,Water Activity= 0.299,,
FDL-105B-T06,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,13,16,,5.80E+08,8.49E+07,1.10E+10,1.61E+09,14.6%,Water Activity= 0.318,,
FDL-105B-T07,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,5,9,,2.80E+08,1.13E+08,5.32E+09,2.15E+09,40.4%,Water Activity= 0.350,,
FDL-105B-T09,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,27,24,,1.02E+09,8.49E+07,1.94E+10,1.61E+09,8.3%,Water Activity= 0.299,,
FDL-105B-T10,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,104,118,,4.44E+09,3.96E+08,8.44E+10,7.52E+09,8.9%,Water Activity= 0.309,,
FDL-105B-T11,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,61,61,,2.44E+09,0.00E+00,4.64E+10,0.00E+00,0.0%,Water Activity= 0.289,,
FDL-105B-T12,"Bulked Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,39,30,,1.38E+09,2.55E+08,2.62E+10,4.84E+09,18.4%,Water Activity= 0.306,,
FDL-105B-T05,"Pellet As is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,28,30,,1.16E+09,5.66E+07,2.20E+10,1.07E+09,4.9%,,,
FDL-105B-T06,"Pellet As is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,72,84,,3.12E+09,3.39E+08,5.93E+10,6.45E+09,10.9%,,,
FDL-105B-T07,"Pellet As is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,34,44,,1.56E+09,2.83E+08,2.96E+10,5.37E+09,18.1%,,,
FDL-105B-T09,"Pellet As is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,102,94,,3.92E+09,2.26E+08,7.45E+10,4.30E+09,5.8%,,,
FDL-105B-T10,"Pellet As is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+07,43,59,,2.04E+10,4.53E+09,3.88E+11,8.60E+10,22.2%,,,
FDL-105B-T11,"Pellet As is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+07,44,39,,1.66E+10,1.41E+09,3.15E+11,2.69E+10,8.5%,,,
FDL-105B-T12,"Pellet As is, 4C",,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,98,130,,4.56E+09,9.05E+08,8.66E+10,1.72E+10,19.8%,,,
IFF9152022-2 T1,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,60,63,,2.46E+09,8.49E+07,4.67E+10,1.61E+09,3.4%,Water Activity= 0.213,,
IFF9152022-2 T2,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,56,120,,3.52E+09,1.81E+09,6.69E+10,3.44E+10,51.4%,Water Activity= 0.155,,
IFF9152022-2 T3,4C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+07,40,45,,1.70E+10,1.41E+09,3.23E+11,2.69E+10,8.3%,,,
IFF9152022-2 T4,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,50,31,,1.62E+09,5.37E+08,3.08E+10,1.02E+10,33.2%,Water Activity= 0.213,,
IFF9152022-3 T1,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,10,14,,4.80E+08,1.13E+08,9.12E+09,2.15E+09,23.6%,Water Activity= 0.185,,
IFF9152022-3 T2,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,36,38,,1.48E+09,5.66E+07,2.81E+10,1.07E+09,3.8%,Water Activity= 0.116,,
IFF9152022-3 T3,4C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,195,251,,8.92E+09,1.58E+09,1.69E+11,3.01E+10,17.8%,,,
IFF9152022-3 T4,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,12,9,,4.20E+08,8.49E+07,7.98E+09,1.61E+09,20.2%,Water Activity= 0.204,,
IFF10202022-1 T1,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,21,40,,1.22E+09,5.37E+08,2.32E+10,1.02E+10,44.0%,Water Activity= 0.344,,
IFF10202022-1 T2,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,12,17,,5.80E+08,1.41E+08,1.10E+10,2.69E+09,24.4%,Water Activity= 0.287,,
IFF10202022-1 T3,4C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,229,163,,7.84E+09,1.87E+09,1.49E+11,3.55E+10,23.8%,,,
IFF10202022-1 T4,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/30,1.00E+06,6,7,,2.60E+08,2.83E+07,4.94E+09,5.37E+08,10.9%,Water Activity= 0.305,,
IFF10202022-2 T1,21C,,"5, 6",2,,0.3,5.70,EC,2023/01/30,1.00E+05,4,7,,2.20E+07,8.49E+06,4.18E+08,1.61E+08,38.6%,Water Activity= 0.308,,
IFF10202022-2 T2,21C,,"5, 6",2,,0.3,5.70,EC,2023/01/30,1.00E+05,1,0,,2.00E+06,2.83E+06,3.80E+07,5.37E+07,141.4%,Water Activity= 0.254,,
IFF10202022-2 T3,4C,,"5, 6",2,,0.3,5.70,EC,2023/01/30,1.00E+06,105,120,,4.50E+09,4.24E+08,8.55E+10,8.06E+09,9.4%,,,
IFF10202022-2 T4,21C,,"5, 6",2,,0.3,5.70,EC,2023/01/30,1.00E+05,7,6,,2.60E+07,2.83E+06,4.94E+08,5.37E+07,10.9%,Water Activity= 0.271,,
FDL-105C-T13,"Milled Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/02,1.00E+06,21,12,,6.60E+08,2.55E+08,1.25E+10,4.84E+09,38.6%,Water Activity= 0.200,,
FDL-105C-T14,"Milled Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/02,1.00E+07,42,28,,1.40E+10,3.96E+09,2.66E+11,7.52E+10,28.3%,Water Activity= 0.292,,
FDL-105C-T15,"Milled Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/02,1.00E+06,41,44,,1.70E+09,8.49E+07,3.23E+10,1.61E+09,5.0%,Water Activity= 0.291,,
FDL-105C-T16,"Milled Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/02,1.00E+06,110,85,,3.90E+09,7.07E+08,7.41E+10,1.34E+10,18.1%,Water Activity= 0.270,,
FDL-105C-T17,"Milled Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/02,1.00E+06,16,21,,7.40E+08,1.41E+08,1.41E+10,2.69E+09,19.1%,Water Activity= 0.270,,
FDL-105C-T18,"Milled Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/02,1.00E+06,28,32,,1.20E+09,1.13E+08,2.28E+10,2.15E+09,9.4%,Water Activity= 0.217,,
FDL-105D-T19,"Milled Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/02,1.00E+06,138,117,,5.10E+09,5.94E+08,9.69E+10,1.13E+10,11.6%,Water Activity= 0.270,,
FDL-105D-T20,"Milled Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/02,1.00E+07,34,41,,1.50E+10,1.98E+09,2.85E+11,3.76E+10,13.2%,Water Activity= 0.260,,
FDL-105D-T21,"Milled Powder, 21C",,"6, 7",2,,0.3,5.70,EC,2023/02/02,1.00E+06,29,37,,1.32E+09,2.26E+08,2.51E+10,4.30E+09,17.1%,Water Activity= 0.219,,
FDL-150B-T10,Seed treatment bio. rep. A,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,86,,,3.44E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-150B-T10,Seed treatment bio. rep. B,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,153,,,6.12E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-150B-T10,Seed treatment bio. rep. C,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,139,,,5.56E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-150B-T11,Seed treatment bio. rep. A,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,54,,,2.16E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-150B-T11,Seed treatment bio. rep. B,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,39,,,1.56E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-150B-T11,Seed treatment bio. rep. C,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,44,,,1.76E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105C-T14,Seed treatment bio. rep. A,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+03,41,,,1.64E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105C-T14,Seed treatment bio. rep. B,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+03,31,,,1.24E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105C-T14,Seed treatment bio. rep. C,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+03,36,,,1.44E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105D-T19,Seed treatment bio. rep. A,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,152,,,6.08E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105D-T19,Seed treatment bio. rep. B,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,162,,,6.48E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105D-T19,Seed treatment bio. rep. C,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,210,,,8.40E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105D-T20,Seed treatment bio. rep. A,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+03,30,,,1.20E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105D-T20,Seed treatment bio. rep. B,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+02,177,,,7.08E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105D-T20,Seed treatment bio. rep. C,,"1, 2, 3",1,,,0.00,AW/ EC,2023/02/08,1.00E+03,29,,,1.16E+06,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
,,,,,,,0.00,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T30,Seed treatment bio. rep. A,,2,1,,,0.00,,2023/02/07,1.00E+02,71,,,2.84E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T30,Seed treatment bio. rep. B,,2,1,,,0.00,,2023/02/07,1.00E+02,86,,,3.44E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T30,Seed treatment bio. rep. C,,2,1,,,0.00,,2023/02/07,1.00E+02,197,,,7.88E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T27,Seed treatment bio. rep. A,,2,1,,,0.00,,2023/02/07,1.00E+02,166,,,6.64E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T27,Seed treatment bio. rep. B,,2,1,,,0.00,,2023/02/07,1.00E+02,114,,,4.56E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T27,Seed treatment bio. rep. C,,2,1,,,0.00,,2023/02/07,1.00E+02,104,,,4.16E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T26,Seed treatment bio. rep. A,,2,1,,,0.00,,2023/02/07,1.00E+02,90,,,3.60E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T26,Seed treatment bio. rep. B,,2,1,,,0.00,,2023/02/07,1.00E+02,78,,,3.12E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T26,Seed treatment bio. rep. C,,2,1,,,0.00,,2023/02/07,1.00E+02,63,,,2.52E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T31,Seed treatment bio. rep. A,,2,1,,,0.00,,2023/02/07,1.00E+02,68,,,2.72E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T31,Seed treatment bio. rep. B,,2,1,,,0.00,,2023/02/07,1.00E+02,69,,,2.76E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105G-T31,Seed treatment bio. rep. C,,2,1,,,0.00,,2023/02/07,1.00E+02,96,,,3.84E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T29,Seed treatment bio. rep. A,,2,1,,,0.00,,2023/02/07,1.00E+02,124,,,4.96E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T29,Seed treatment bio. rep. B,,2,1,,,0.00,,2023/02/07,1.00E+02,81,,,3.24E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
FDL-105EF-T29,Seed treatment bio. rep. C,,2,1,,,0.00,,2023/02/07,1.00E+02,81,,,3.24E+05,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,
